MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,PricePerSqFt,PropertyAge,BasementBathrooms,BathroomAbvGr,OverallCondition,OverallExterior,TotalBsmtSqFt,TotalGrLivAreaSF,GarageQual+Cond
SC60,RL,80.0,9938.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,2Story,7.0,5.0,1993.0,1994.0,Gable,CompShg,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,574.0,Y,156.0,90.0,No,Jun,2010.0,WD,Normal,236000.0,121.0877373011801,32.0,1.0,3.0,NormNorm,MetalSdMetalSd,1050.0,1949.0,TATA
SC20,RL,60.0,6600.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5.0,5.0,1962.0,1962.0,Hip,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,2.0,1.0,TA,5.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,308.0,Y,0.0,0.0,No,Aug,2009.0,WD,Normal,109500.0,122.48322147651007,63.0,0.0,1.0,PosNNorm,MetalSdMetalSd,894.0,894.0,TATA
SC60,RL,70.0,8750.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,6.0,5.0,1998.0,1998.0,Gable,CompShg,BrkFace,116.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,523.0,Y,0.0,77.0,No,Jun,2010.0,WD,Normal,200500.0,119.20332936979786,27.0,0.0,3.0,NormNorm,VinylSdVinylSd,804.0,1682.0,TATA
SC20,RL,74.0,8892.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,1Story,5.0,7.0,1953.0,1996.0,Gable,CompShg,None,0.0,Gd,TA,Stone,TA,TA,Av,Unf,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,Gd,5.0,Typ,0.0,No,Attchd,1980.0,Unf,2.0,414.0,Y,196.0,0.0,No,Oct,2008.0,WD,Normal,116000.0,127.47252747252747,72.0,0.0,1.0,NormNorm,WdShingWd Shng,105.0,910.0,TATA
SC40,RL,60.0,12144.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5.0,7.0,1949.0,1950.0,Gable,CompShg,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1980.0,Unf,1.0,288.0,Y,0.0,28.0,Othr,Sep,2009.0,WD,Normal,133000.0,104.88958990536278,76.0,0.0,1.0,NormNorm,HdBoardHdBoard,832.0,1036.0,TATA
SC50,RM,52.0,5720.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1.5Fin,5.0,6.0,1941.0,1950.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,TA,5.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,200.0,Y,26.0,0.0,No,Aug,2009.0,WD,Abnorml,66500.0,58.797524314765695,84.0,0.0,2.0,ArteryNorm,Wd SdngWd Sdng,676.0,1131.0,TATA
SC60,FV,75.0,9000.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,2Story,8.0,5.0,2007.0,2007.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,4.0,1.0,Ex,6.0,Typ,1.0,Gd,BuiltIn,1980.0,Fin,2.0,550.0,Y,208.0,25.0,No,Aug,2007.0,New,Partial,163000.0,111.33879781420765,18.0,0.0,3.0,NormNorm,CemntBdCmentBd,1184.0,2610.0,TATA
SC20,RL,94.0,9478.5,Pave,None,Reg,HLS,AllPub,Inside,Mod,Mitchel,1Fam,1Story,4.0,5.0,1963.0,1963.0,Gable,CompShg,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,TA,5.0,Typ,0.0,No,Attchd,1980.0,Unf,2.0,648.0,Y,0.0,0.0,No,Jan,2007.0,WD,Normal,132250.0,127.16346153846153,62.0,1.0,1.0,NormNorm,HdBoardPlywood,1064.0,1040.0,TATA
SC60,RL,74.0,8834.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,9.0,5.0,2004.0,2005.0,Hip,CompShg,Stone,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,4.0,1.0,Ex,10.0,Typ,1.0,Gd,Attchd,1980.0,Fin,3.0,738.0,Y,184.0,0.0,No,Jun,2009.0,WD,Normal,163000.0,73.29136690647482,21.0,1.0,3.0,NormNorm,VinylSdVinylSd,1462.0,2224.0,TATA
SC85,RL,88.0,11782.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,SFoyer,5.0,7.0,1961.0,1995.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,3.0,1.0,Gd,6.0,Min2,0.0,No,Detchd,1980.0,Unf,2.0,576.0,Y,192.0,0.0,Shed,Jun,2010.0,WD,Normal,148000.0,128.13852813852813,64.0,1.0,1.0,NormNorm,HdBoardHdBoard,1109.0,1155.0,TATA
SC20,RL,0.0,7000.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,1Fam,1Story,5.0,5.0,1978.0,2005.0,Gable,CompShg,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,TA,6.0,Typ,0.0,No,Attchd,1980.0,Unf,1.0,336.0,Y,0.0,0.0,No,Jul,2009.0,WD,Normal,136500.0,157.98611111111111,47.0,1.0,1.0,NormNorm,VinylSdVinylSd,864.0,864.0,TATA
SC20,RL,60.0,7024.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,1Story,5.0,5.0,2005.0,2006.0,Gable,CompShg,None,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,Unf,GasA,Gd,Y,SBrkr,2.0,1.0,TA,5.0,Typ,0.0,No,Attchd,1980.0,Fin,2.0,450.0,Y,0.0,49.0,No,Jun,2007.0,WD,Normal,157000.0,144.03669724770643,20.0,1.0,2.0,NormNorm,VinylSdVinylSd,1090.0,1090.0,TATA
SC50,RL,44.0,13758.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,1Fam,1.5Fin,7.0,5.0,1990.0,1991.0,Gable,CompShg,BrkFace,117.0,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1980.0,RFn,2.0,400.0,Y,168.0,36.0,No,Apr,2007.0,WD,Normal,187500.0,109.20209668025626,35.0,0.0,3.0,NormNorm,HdBoardHdBoard,1156.0,1717.0,TATA
SC60,RL,0.0,9636.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,1Fam,2Story,6.0,5.0,1992.0,1993.0,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,TA,7.0,Typ,1.0,TA,BuiltIn,1980.0,RFn,2.0,389.0,Y,342.0,40.0,No,Dec,2009.0,WD,Normal,178000.0,111.73885750156937,33.0,0.0,3.0,NormNorm,VinylSdVinylSd,808.0,1593.0,TATA
SC75,RL,60.0,6204.0,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,1Fam,2.5Fin,4.0,5.0,1912.0,1950.0,Gable,CompShg,None,0.0,Gd,TA,PConc,TA,Fa,No,Unf,Unf,GasA,TA,N,SBrkr,3.0,1.0,TA,10.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,440.0,Y,0.0,25.0,No,Mar,2006.0,WD,Normal,118500.0,53.139013452914796,113.0,1.0,1.0,NormNorm,Wd SdngWd Sdng,795.0,1749.0,TAGd
SC20,RL,65.0,7150.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5.0,5.0,1967.0,1967.0,Gable,CompShg,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,5.0,Typ,0.0,No,Attchd,1980.0,RFn,1.0,288.0,Y,0.0,0.0,No,Jul,2009.0,WD,Normal,100000.0,112.10762331838565,58.0,0.0,1.0,NormNorm,HdBoardHdBoard,892.0,892.0,TATA
SC120,FV,50.0,5119.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,TwnhsE,1Story,9.0,5.0,1999.0,2000.0,Gable,CompShg,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,2.0,1.0,Gd,5.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,506.0,Y,97.0,65.0,No,Jan,2008.0,CWD,Abnorml,163000.0,95.37741369221767,26.0,1.0,2.0,NormNorm,MetalSdMetalSd,1698.0,1709.0,TATA
SC90,RL,70.0,8393.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Duplex,1Story,5.0,5.0,1959.0,2005.0,Gable,CompShg,BrkFace,122.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,4.0,1.0,TA,8.0,Typ,0.0,No,Attchd,1980.0,Fin,2.0,588.0,Y,272.0,54.0,No,Jun,2006.0,WD,Family,145000.0,84.69626168224299,66.0,0.0,2.0,NormNorm,MetalSdMetalSd,1626.0,1712.0,TATA
SC50,RL,59.0,16466.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,1.5Fin,5.0,7.0,1955.0,1955.0,Gable,CompShg,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,8.0,Typ,0.0,No,Attchd,1980.0,Unf,1.0,300.0,Y,121.0,0.0,No,Apr,2008.0,WD,Normal,135500.0,97.27207465900933,70.0,0.0,2.0,NormNorm,MetalSdMetalSd,816.0,1393.0,TATA
SC20,RL,95.0,15865.0,Pave,None,IR1,Lvl,AllPub,Inside,Mod,NAmes,1Fam,1Story,8.0,6.0,1970.0,1970.0,Flat,Tar&Grv,None,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,Rec,GasA,Ex,Y,SBrkr,4.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1980.0,Unf,2.0,621.0,Y,81.0,25.0,No,Oct,2007.0,WD,Normal,163000.0,73.52277852954442,55.0,1.0,2.0,NormNorm,Wd SdngWd Sdng,1394.0,1087.0,TATA
SC20,RL,128.0,12160.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6.0,4.0,1953.0,1953.0,Hip,CompShg,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,2.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1980.0,RFn,2.0,505.0,Y,0.0,0.0,No,Feb,2009.0,WD,Normal,149500.0,99.33554817275747,72.0,1.0,1.0,FeedrNorm,Wd SdngWd Sdng,1505.0,1505.0,TATA
SC50,RL,60.0,8064.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,1.5Fin,5.0,7.0,1949.0,2006.0,Gable,CompShg,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,TA,6.0,Typ,1.0,Po,Detchd,1980.0,Unf,2.0,576.0,Y,0.0,0.0,Shed,Jul,2007.0,WD,Normal,122900.0,133.00865800865802,76.0,0.0,1.0,ArteryNorm,MetalSdMetalSd,672.0,924.0,TATA
SC60,RL,70.0,11184.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,2Story,6.0,5.0,1978.0,1978.0,Hip,CompShg,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,Rec,GasA,Gd,Y,SBrkr,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1980.0,RFn,2.0,440.0,Y,243.0,0.0,No,Jul,2009.0,WD,Normal,172500.0,102.49554367201426,47.0,0.0,3.0,NormNorm,HdBoardHdBoard,418.0,1683.0,TATA
SC20,RL,70.0,8414.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,6.0,5.0,1963.0,2003.0,Hip,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,6.0,Typ,0.0,No,Attchd,1980.0,RFn,1.0,264.0,Y,192.0,0.0,No,Feb,2006.0,WD,Normal,154500.0,144.6629213483146,62.0,0.0,1.0,NormNorm,HdBoardHdBoard,1059.0,1068.0,TATA
SC20,RL,0.0,13284.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5.0,5.0,1954.0,1954.0,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1980.0,Unf,1.0,354.0,Y,0.0,25.0,No,Jun,2008.0,WD,Normal,165000.0,119.3058568329718,71.0,1.0,1.0,PosNNorm,Wd SdngPlywood,1383.0,1383.0,TATA
SC90,RL,64.0,7018.0,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Duplex,1Story,5.0,5.0,1979.0,1979.0,Gable,CompShg,None,0.0,TA,TA,Slab,No,No,No,No,No,GasA,TA,Y,SBrkr,4.0,1.0,TA,8.0,Typ,0.0,No,Attchd,1980.0,Unf,2.0,400.0,Y,0.0,0.0,No,Jun,2009.0,WD,Alloca,118858.0,77.43192182410424,46.0,0.0,2.0,NormNorm,PlywoodPlywood,0.0,1535.0,TATA
SC60,RL,71.0,7056.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,2Story,6.0,5.0,1963.0,1963.0,Hip,CompShg,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,4.0,1.0,TA,8.0,Typ,1.0,TA,Attchd,1980.0,RFn,2.0,483.0,Y,0.0,50.0,No,Oct,2008.0,WD,Normal,140000.0,77.95100222717149,62.0,1.0,2.0,NormNorm,HdBoardHdBoard,780.0,1796.0,TATA
SC30,RM,50.0,8765.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,1Fam,1Story,4.0,6.0,1936.0,1950.0,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Ex,N,SBrkr,2.0,1.0,TA,6.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,327.0,Y,0.0,28.0,No,Apr,2006.0,WD,Abnorml,106500.0,111.98738170347004,89.0,0.0,1.0,NormNorm,Wd SdngWd Sdng,951.0,951.0,TATA
SC90,RL,64.0,7018.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Duplex,2Story,5.0,5.0,1979.0,1979.0,Gable,CompShg,None,0.0,TA,TA,Slab,No,No,No,No,No,GasA,TA,Y,SBrkr,3.0,1.0,TA,6.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,528.0,Y,154.0,0.0,No,Jun,2009.0,WD,Alloca,142953.0,63.81830357142857,46.0,0.0,2.0,FeedrNorm,PlywoodPlywood,0.0,2240.0,TATA
SC20,RL,100.0,12919.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,9.0,5.0,2009.0,2010.0,Hip,CompShg,Stone,0.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,2.0,1.0,Ex,6.0,Typ,2.0,Gd,Attchd,1980.0,Fin,3.0,820.0,Y,0.0,67.0,No,Mar,2010.0,New,Partial,163000.0,68.95093062605753,16.0,1.0,3.0,NormNorm,VinylSdVinylSd,525.5,1087.0,TATA
SC20,RL,65.0,6993.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5.0,7.0,1961.0,1994.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1980.0,Unf,1.0,288.0,Y,0.0,0.0,No,Jun,2006.0,WD,Normal,135000.0,109.22330097087378,64.0,0.0,1.0,FeedrNorm,HdBoardPlywood,912.0,1236.0,TATA
SC20,RL,0.0,7340.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,4.0,6.0,1971.0,1971.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,2.0,1.0,TA,4.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,684.0,Y,0.0,0.0,No,Jun,2007.0,WD,Normal,110000.0,128.2051282051282,54.0,0.0,1.0,NormNorm,HdBoardHdBoard,858.0,858.0,TATA
SC20,RL,64.0,8712.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5.0,7.0,1957.0,2000.0,Hip,CompShg,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,2.0,1.0,TA,5.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,756.0,Y,0.0,0.0,No,May,2009.0,WD,Normal,153000.0,117.15160796324655,68.0,1.0,1.0,NormNorm,MetalSdMetalSd,992.0,1306.0,TATA
SC60,RL,63.0,7875.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7.0,5.0,2003.0,2003.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,1980.0,Fin,2.0,393.0,Y,0.0,75.0,No,Jul,2006.0,WD,Normal,180000.0,119.28429423459245,22.0,0.0,3.0,NormNorm,VinylSdVinylSd,783.0,1509.0,TATA
SC20,RL,50.0,14859.0,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,1Fam,1Story,7.0,5.0,2006.0,2006.0,Hip,CompShg,BrkFace,27.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,1980.0,RFn,3.0,690.0,Y,144.0,60.0,No,Aug,2006.0,New,Partial,240000.0,143.7125748502994,19.0,0.0,2.0,NormNorm,VinylSdVinylSd,476.75,1670.0,TATA
SC20,RL,0.0,6173.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5.0,6.0,1967.0,1967.0,Gable,CompShg,BrkFace,75.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,6.0,Typ,0.0,No,Attchd,1980.0,Unf,1.0,288.0,Y,0.0,0.0,No,Aug,2007.0,WD,Normal,125500.0,139.13525498891352,58.0,0.0,1.0,NormNorm,HdBoardWd Sdng,876.0,902.0,TATA
SC20,RL,80.0,9920.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5.0,5.0,1954.0,1954.0,Gable,CompShg,Stone,110.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,TA,Y,SBrkr,3.0,1.0,TA,6.0,Typ,0.0,No,Attchd,1980.0,RFn,1.0,280.0,Y,0.0,0.0,No,Feb,2010.0,WD,Normal,128000.0,120.41392285983066,71.0,1.0,1.0,NormNorm,HdBoardHdBoard,766.0,1063.0,TATA
SC20,RL,116.0,13501.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,1Fam,1Story,8.0,5.0,2006.0,2006.0,Gable,CompShg,Stone,208.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,1980.0,RFn,3.0,865.0,Y,0.0,60.0,No,Jun,2007.0,WD,Normal,255000.0,155.8679706601467,19.0,1.0,2.0,NormNorm,VinylSdVinylSd,539.75,1636.0,TATA
SC50,RL,86.0,11500.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,1Fam,1.5Fin,7.0,7.0,1936.0,1987.0,Gable,CompShg,None,0.0,Gd,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,1980.0,Fin,1.0,180.0,Y,0.0,0.0,No,Jun,2006.0,WD,Normal,250000.0,121.53621779290228,89.0,0.0,2.0,NormNorm,BrkFaceBrkFace,1017.0,2057.0,FaTA
SC20,RL,0.0,8885.0,Pave,None,IR1,Low,AllPub,Inside,Mod,Mitchel,1Fam,1Story,5.0,5.0,1983.0,1983.0,Gable,CompShg,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,ALQ,GasA,TA,Y,SBrkr,2.0,1.0,TA,5.0,Typ,0.0,No,Attchd,1980.0,Unf,2.0,484.0,Y,164.0,0.0,No,Jun,2006.0,WD,Normal,131000.0,145.23281596452327,42.0,1.0,1.0,NormNorm,HdBoardHdBoard,540.0,902.0,TATA
SC60,RL,63.0,12589.0,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6.0,5.0,2005.0,2005.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,1980.0,Fin,2.0,390.0,Y,36.0,24.0,No,Jun,2009.0,WD,Normal,174000.0,117.25067385444744,20.0,0.0,3.0,NormNorm,VinylSdVinylSd,742.0,1484.0,TATA
SC90,RL,80.0,11600.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Duplex,2Story,5.0,5.0,1960.0,1960.0,Gable,CompShg,BrkFace,361.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,6.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,480.0,Y,0.0,0.0,No,Jan,2010.0,WD,Normal,154300.0,67.85400175901495,65.0,0.0,2.0,FeedrNorm,MetalSdMetalSd,1105.0,2274.0,TATA
SC20,RL,0.0,9286.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,1Fam,1Story,5.0,7.0,1977.0,1989.0,Gable,CompShg,None,0.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,Unf,GasA,TA,Y,SBrkr,3.0,1.0,Gd,5.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,252.0,Y,173.0,0.0,No,Oct,2009.0,WD,Normal,143500.0,113.17034700315457,48.0,0.0,2.0,NormNorm,HdBoardPlywood,1268.0,1268.0,TATA
SC30,RM,51.0,6120.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1Story,5.0,7.0,1925.0,1950.0,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,TA,N,SBrkr,3.0,1.0,TA,6.0,Min1,0.0,No,Detchd,1980.0,Unf,1.0,450.0,Y,0.0,0.0,Shed,Jul,2006.0,WD,Abnorml,88000.0,86.69950738916256,100.0,0.0,1.0,NormNorm,MetalSdMetalSd,768.0,1015.0,TATA
SC90,RH,82.0,6270.0,Pave,None,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Duplex,2Story,5.0,6.0,1949.0,1950.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,N,SBrkr,4.0,1.0,TA,8.0,Typ,0.0,No,2Types,1980.0,Unf,3.0,871.0,Y,0.0,0.0,No,Aug,2007.0,WD,Normal,145000.0,72.42757242757243,76.0,0.0,2.0,NormNorm,MetalSdMetalSd,1001.0,2002.0,TATA
SC160,FV,30.0,3000.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,TwnhsE,2Story,6.0,5.0,2009.0,2009.0,Gable,CompShg,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,2.0,1.0,Gd,4.0,Typ,0.0,No,Detchd,1980.0,RFn,2.0,528.0,Y,0.0,25.0,No,Jun,2009.0,New,Partial,173733.0,141.93872549019608,16.0,0.0,3.0,NormNorm,VinylSdVinylSd,612.0,1224.0,TATA
SC160,RM,21.0,2001.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Twnhs,2Story,4.0,5.0,1970.0,1970.0,Gable,CompShg,BrkFace,80.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,3.0,1.0,TA,6.0,Typ,0.0,No,Attchd,1980.0,Unf,1.0,286.0,Y,0.0,0.0,No,Jan,2007.0,WD,Normal,75000.0,68.68131868131869,55.0,0.0,2.0,NormNorm,CemntBdCmentBd,546.0,1092.0,TATA
SC20,C (all),50.0,9000.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,1Fam,1Story,2.0,5.0,1949.0,1950.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,TA,N,SBrkr,1.0,1.0,TA,4.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,308.0,Y,0.0,0.0,No,Oct,2006.0,WD,Abnorml,163000.0,339.5833333333333,76.0,1.0,0.0,NormNorm,AsbShngAsbShng,480.0,480.0,TATA
SC20,RL,0.0,17140.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,1Story,4.0,6.0,1956.0,1956.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,TA,6.0,Typ,0.0,No,Attchd,1980.0,RFn,1.0,284.0,Y,0.0,0.0,No,Apr,2009.0,WD,Normal,135000.0,109.84540276647681,69.0,0.0,1.0,NormNorm,VinylSdVinylSd,1134.0,1229.0,TATA
